UNIQUEID,split
517961,train
537635,val
492866,train
450519,train
437674,train
623436,train
572830,train
618755,val
549778,train
423421,train
443917,test
495030,train
633223,train
420999,train
543760,train
640291,train
564330,train
434563,train
468203,train
488865,train
617033,test
524632,train
491938,test
506971,test
569490,test
560278,test
548610,train
460319,train
443641,train
611826,train
519729,train
500149,train
452017,train
520276,train
567528,train
519114,train
629560,test
491979,test
506875,train
604892,val
498905,train
427143,test
423865,val
569935,train
606337,train
419003,val
452001,train
500431,train
425109,train
550145,train
468850,train
470593,train
459113,train
504913,train
446965,test
634782,train
435427,val
584193,train
644996,train
481193,train
453524,train
593681,train
461800,train
424029,test
652693,train
565222,train
550461,test
557427,train
512594,train
642369,val
592011,train
570611,train
611884,train
513595,train
632469,train
639159,test
623120,test
592528,train
545737,train
444561,train
639369,train
432620,val
440981,train
464871,train
526182,test
465858,test
504623,train
448265,test
589819,train
608413,train
444904,train
476558,train
468540,test
498257,val
472900,train
466241,train
437698,train
546672,train
556103,test
468086,train
433946,train
443398,val
488988,train
468341,val
541393,train
435954,train
557564,train
592296,test
526767,train
510506,train
510613,train
488735,test
421993,train
427775,train
482062,train
536924,train
444658,train
543860,train
557766,val
428113,train
557405,val
468527,val
445915,test
579324,val
470537,test
516929,train
540499,train
502162,train
524271,val
589928,val
442219,train
454389,train
548946,val
497872,train
475831,train
482454,train
442273,val
594666,train
642755,train
596515,train
443627,train
564689,train
417966,train
482992,test
429254,train
423791,train
435057,train
596406,test
476123,train
466420,val
635362,val
494612,train
464243,train
633640,val
463742,test
602459,train
444479,train
618440,train
619285,train
497808,train
426041,train
600910,train
559884,train
498163,test
471133,train
554348,train
459539,test
518672,train
592558,train
579402,test
442411,train
618441,test
618284,train
450884,train
556414,train
608278,train
560044,train
462649,train
451042,train
554390,train
531907,train
514500,val
601882,train
447378,train
645174,train
446808,train
444972,train
536504,train
605893,train
648210,val
647374,train
462091,val
535085,train
512908,train
499334,train
603162,train
427335,train
466980,train
618200,train
556427,train
617867,test
648001,train
559971,train
604596,train
431962,train
620928,test
515628,test
603170,train
515177,train
588843,train
599347,train
653669,train
535144,train
510326,train
591163,train
512945,test
548168,train
460854,train
459851,test
591861,val
451422,test
512228,train
421637,test
453550,train
496574,train
591628,train
536350,train
589013,train
549272,test
460824,test
498408,train
541362,train
563229,train
451574,train
430990,train
480629,train
546095,train
590332,train
593869,val
594229,test
584306,train
574459,test
431794,train
437194,train
549184,train
450339,train
594124,train
616363,train
483861,train
469428,train
517274,train
496861,train
535810,train
468013,val
509786,val
500143,train
645117,test
543555,train
448403,train
530648,val
423678,train
514030,train
423737,train
476630,train
591705,train
465036,train
602204,test
561414,train
461135,train
537400,val
461220,test
418057,train
499700,train
462663,train
592294,train
530614,train
455192,train
456834,train
519466,train
485609,test
474631,train
507827,train
444126,train
502204,train
651463,train
424464,train
490889,train
454547,train
640002,train
592821,train
495491,train
454555,train
456117,train
522165,train
524598,train
514470,train
487898,train
521169,train
565022,test
582372,val
620293,train
582698,test
574628,test
442889,train
611678,train
592695,train
442416,val
632222,train
591124,test
521071,train
513492,train
545564,train
522244,train
590417,test
473110,train
485544,train
449974,val
486064,train
422054,train
535727,train
621724,train
461511,train
609907,train
636849,train
557511,test
466348,train
623373,val
422174,train
546007,train
472868,train
644460,test
505086,train
503282,test
533991,train
498337,val
455025,train
569648,train
437989,test
538623,val
432957,test
496488,val
494613,train
642964,test
547832,train
439275,train
567046,train
489838,test
433679,train
630926,train
446342,train
650593,train
622395,train
496802,train
456580,val
629371,train
573264,train
478164,train
622337,train
453516,train
439154,train
489805,train
451655,train
421464,val
420872,val
637778,train
503425,val
515841,train
451169,test
616783,train
460592,train
544983,val
467171,val
482155,train
504636,train
430395,test
432013,train
420690,val
493825,train
421427,val
512880,train
428005,train
422159,train
439893,train
518122,val
515550,train
523065,train
630748,train
426906,test
499105,train
651325,train
495047,test
522858,train
422369,test
648363,val
422161,train
618264,train
522024,train
459207,val
525156,train
567518,train
420324,train
615692,train
426806,train
426889,test
428197,train
473042,train
437016,test
539483,train
421807,train
584454,train
451809,train
510527,train
464396,test
417848,train
495013,train
504620,train
494595,train
522595,val
535827,val
522581,test
580175,train
545107,train
622657,test
436409,train
569434,test
437463,val
567301,train
483655,test
560432,train
417847,train
563208,train
627143,test
561340,train
503420,val
647867,train
514383,train
602750,train
552991,train
468279,train
513100,val
461785,val
633272,test
519662,test
473960,train
516395,test
516800,train
609223,train
567364,train
430848,train
601925,train
483566,train
422326,train
434969,val
493791,train
516611,train
538487,train
544867,train
469856,train
471806,val
597643,train
434720,val
425924,test
428646,train
443517,train
458970,val
547303,train
426538,test
540265,train
518333,train
443250,train
455206,test
524413,train
457204,val
459054,train
479080,train
452077,train
649735,train
480847,train
479781,test
527451,train
429631,train
651757,test
614611,train
431435,train
631193,train
603253,train
649799,train
627749,val
639932,train
617713,val
541078,train
579602,train
462344,train
590645,train
471694,train
583379,train
572874,train
522068,train
436602,train
504023,train
466800,train
450369,train
636028,test
479182,train
567522,test
642221,val
652585,train
592121,test
582650,val
555892,test
528491,test
457592,train
564415,val
559152,test
418069,train
563241,train
647782,train
563931,val
588419,test
496432,train
462672,train
499807,train
427254,train
453982,train
482351,val
621968,val
567244,train
612987,test
569805,val
549499,train
528109,train
507340,train
487840,train
594053,test
448919,train
573100,train
535581,train
628003,train
595879,test
510931,train
633586,train
575790,train
518419,val
491607,train
453968,train
488999,train
638103,train
532356,train
521841,train
610043,train
473167,val
635300,train
508753,test
509257,train
560077,val
636769,train
550966,val
469112,test
561016,train
612083,val
592924,train
575188,test
572863,train
591438,val
615613,train
456856,train
545099,test
572488,val
595333,train
510876,train
592422,train
553892,train
431413,train
461626,test
604811,train
457011,train
532286,train
426939,train
538956,train
570086,train
652166,val
508274,val
521021,train
596120,val
420084,train
534315,train
466027,train
538642,train
649090,train
546593,train
454871,train
589433,train
477158,test
552389,train
638512,test
588339,train
454018,train
528947,train
593075,test
473282,test
497205,train
646553,train
447803,val
576585,train
472352,train
492849,test
625068,train
451635,train
456560,test
431893,test
446857,train
500847,train
419119,train
630403,train
513094,train
579305,test
605970,val
601666,test
513691,test
537088,train
470591,train
574242,train
595591,train
424513,train
611814,val
544779,train
561531,train
476771,train
477102,val
592449,train
446949,train
439025,train
469181,test
634307,train
640460,train
467281,val
612107,train
589106,train
427851,train
417633,val
557260,train
538393,train
557342,train
437823,train
613828,train
483016,train
641359,train
419523,test
492685,test
542808,train
477572,train
490739,train
558615,test
419721,train
486526,train
486546,train
522252,train
447086,train
518424,test
472924,val
428780,test
486601,train
510856,test
639248,train
451917,train
533931,val
602203,train
588168,train
460471,val
427367,val
561255,val
593043,train
459494,test
644892,train
479752,train
508187,test
510884,test
602533,train
644796,train
644890,train
615249,train
622131,val
591490,train
585733,val
537370,train
490710,train
644964,val
486119,train
615390,test
538476,train
513700,test
463887,train
478471,test
627394,val
644932,train
496465,train
599329,test
585772,train
519265,train
607142,train
604211,train
536525,train
485536,test
509563,train
464896,train
585777,train
644830,train
519259,train
588114,train
653370,test
454701,test
652973,test
638165,test
591797,train
460504,train
518843,train
496503,test
496514,test
556516,train
619555,train
529206,train
511855,val
524776,train
543849,train
512878,train
575722,train
495660,train
570900,test
480319,val
630505,train
554446,test
632209,test
622863,test
556612,train
505819,val
428582,val
556558,train
646187,train
602807,val
646416,val
623080,train
635081,train
503087,test
553707,train
427274,test
573516,train
535298,train
424468,train
647740,train
570896,train
576911,train
466874,train
645932,test
646427,train
599028,train
502081,train
554985,train
598313,train
556636,train
485693,train
512280,train
469155,val
550116,train
419258,train
449234,train
508164,test
634979,train
456650,val
646413,train
466919,test
648640,train
417768,val
471061,val
520923,train
422693,train
623129,train
619268,test
480251,test
617822,train
510514,train
463451,train
639336,train
597792,test
646401,train
520618,train
653049,test
425891,val
651683,train
620980,train
502243,val
497263,train
526433,train
494025,test
576647,train
651114,train
558900,train
419314,train
554270,train
466782,train
650751,train
505753,train
566433,test
570923,test
423512,train
520378,train
627202,test
484879,train
597999,train
449547,test
533393,train
543207,train
424776,train
427298,train
566299,train
505919,train
645278,train
503021,train
505645,test
603647,train
549426,test
535937,train
524869,train
627146,val
505771,train
433261,val
458768,train
451818,train
554030,train
443094,val
508651,train
451029,val
612551,train
641478,test
467716,train
599191,test
619486,train
426173,train
495070,train
647939,train
482742,test
558725,test
516327,train
461655,train
422894,test
501931,test
475026,train
571031,train
424102,train
639191,test
452728,train
477677,train
523205,val
504457,train
462539,test
504469,val
489186,val
467211,train
574738,val
641247,train
612300,train
518405,train
482197,train
472865,val
542771,train
462572,test
506954,test
491442,val
647488,train
451416,train
643058,train
634584,test
526785,val
565627,train
472494,train
459367,test
574562,train
466997,train
495267,train
506925,val
625042,train
482294,val
571815,train
488742,train
499675,train
456506,train
541982,train
549037,train
424150,test
467193,test
567249,val
506316,train
612202,train
482078,train
422613,train
473523,train
455961,train
535836,train
506288,train
512068,train
530960,train
456436,train
491309,test
459127,train
572959,train
620072,test
423615,train
526625,test
491134,train
473372,train
541996,train
504418,train
526139,train
522106,train
599793,val
502207,train
435172,test
456403,val
549014,train
505243,train
435546,train
612437,train
502110,train
642734,train
494712,train
454005,train
614700,test
425727,train
614709,train
423523,val
425820,test
569115,train
573564,train
453840,train
488757,train
444638,train
505069,val
501668,val
489220,train
569287,train
452526,train
512254,train
624967,train
515362,train
501680,test
507034,test
567693,train
558881,train
523589,train
435178,test
576014,train
500045,train
477294,val
449609,train
633843,train
614619,train
601021,test
595189,train
545452,train
499855,train
515106,train
532246,val
466794,val
624873,val
549052,train
428337,train
504349,train
598697,train
571548,train
442086,train
456594,val
500168,train
470105,train
472633,test
477674,train
539597,test
518890,train
462426,train
505066,train
496477,test
620576,train
643353,val
504379,train
547825,val
624746,test
441956,train
476995,val
441968,train
496628,test
618557,train
627315,train
419428,train
474558,test
528731,train
614535,val
419041,train
556448,train
467123,val
643896,train
546571,train
573000,val
557251,train
621312,train
638315,test
438737,val
523743,train
578164,train
558462,train
520310,train
565852,train
495649,train
535460,train
648050,train
420348,test
650986,train
535797,train
419729,train
540493,train
576378,train
519981,train
630907,train
605177,train
618626,test
448362,train
637643,train
502567,test
489816,train
442198,train
630955,train
503015,train
602214,test
450885,val
536421,val
515172,train
515135,train
636546,val
498038,train
556508,train
555773,train
557789,train
481992,train
545509,val
535831,train
419477,train
618636,test
605170,train
495538,val
621461,train
482230,train
484550,train
576400,train
618082,test
634361,train
514835,train
648748,train
521384,val
420186,train
539184,train
564378,test
620874,train
532453,train
473923,test
545071,train
542924,train
539478,train
573622,test
528933,val
635468,train
504680,train
588174,test
484418,val
627304,train
440807,test
493516,train
441696,train
573435,train
493607,train
535599,train
605161,test
433895,train
614576,train
500476,train
617997,val
635496,train
553742,train
642484,train
520257,val
578830,train
448354,test
478441,train
573049,val
496248,test
504450,test
625260,train
532686,test
461241,train
536758,train
467925,train
441432,train
428131,test
505047,train
431519,train
605152,train
605150,train
542492,val
476879,val
615402,train
470454,test
642873,train
533423,val
506074,train
461319,val
535242,val
431482,train
533398,train
504651,val
441800,test
639477,test
651022,test
507189,val
431608,train
573759,train
546194,train
419560,train
549194,train
493654,train
618409,test
497264,train
539470,val
565954,train
539308,val
554900,train
541500,train
545512,train
512386,val
465838,train
625609,train
429030,train
471917,test
497991,test
480665,train
548216,test
422548,train
498014,train
470574,train
576366,train
497260,train
497664,train
419187,train
466210,train
552222,train
504407,train
458917,train
454257,train
558485,train
564553,val
538931,val
633877,train
455515,train
497675,train
642010,train
551456,val
497916,test
614998,train
635296,test
498947,train
460050,train
500471,train
497920,test
530773,train
541012,test
498362,train
492086,train
497925,train
543556,test
464869,test
544405,train
498733,train
584874,train
453329,train
562067,test
642663,test
430562,val
551055,train
482690,train
640673,train
511865,train
551956,test
600072,test
468400,val
455438,val
546811,train
602148,test
465585,train
564547,test
438501,train
549873,train
465690,train
515466,train
456728,val
631726,train
537843,train
614652,val
545390,train
493263,train
557984,test
554861,test
453805,train
634688,train
464419,train
464842,train
426470,val
554893,train
491602,train
562191,train
419284,val
455241,train
419145,train
533676,train
453802,train
497603,val
562274,train
639909,train
624833,train
642320,train
422522,test
475660,train
592852,train
449281,train
518377,test
464228,train
632465,train
429032,train
498268,test
631799,train
504204,test
632102,train
554871,val
642623,train
558539,train
562276,val
444895,train
530800,train
576412,train
512388,train
481316,test
460867,test
558386,test
449889,train
497715,train
562072,train
465678,train
531445,train
500660,train
472229,train
491908,train
491415,test
422534,val
418073,val
512190,train
487911,train
487218,train
653271,train
491558,val
498031,val
443114,train
458313,train
577465,train
471754,train
426091,val
473904,train
496448,train
434576,train
465932,val
531327,test
634038,train
565886,val
577870,train
500627,train
646069,val
554862,train
457171,train
457333,train
483754,train
497752,val
457412,train
465064,train
583807,train
422533,val
618132,val
475671,train
493586,test
497748,test
552102,train
576518,train
531196,train
466559,train
545257,train
552059,val
437506,train
471394,train
633501,train
468592,train
439432,train
566484,train
524333,train
540039,test
519839,train
530235,train
458508,train
479787,train
566483,train
481347,val
627142,train
562264,train
497745,val
498714,train
447674,train
566146,train
497282,train
497900,train
492384,train
601782,test
487217,train
597669,train
466570,train
491587,train
555010,train
548575,train
497960,train
501968,train
632215,train
447404,test
434574,test
458990,val
578755,train
545504,train
557967,val
471435,train
459897,train
418425,train
592882,train
481333,train
558971,test
642857,train
597355,train
552160,test
538307,train
527729,train
439581,train
525128,train
449791,train
553919,train
446110,train
426541,train
430161,train
545731,train
438169,train
576320,train
469277,train
503094,train
597467,train
530927,train
456096,train
501370,train
439120,train
546318,train
521895,test
497843,train
465034,train
602988,train
622523,val
487438,train
453997,val
435646,train
540975,train
448560,val
479665,train
548919,test
443594,val
552547,val
434365,train
615606,train
440309,test
548572,train
542253,train
458899,val
614597,train
564666,test
497593,test
558496,train
564347,train
615092,train
497458,train
501362,val
640964,test
579080,test
500582,train
531043,train
617793,train
578699,train
440075,train
461039,test
533379,train
512356,train
544314,train
465173,train
552159,train
618784,train
498628,train
541651,train
542987,train
426711,train
634718,val
493883,train
557960,test
539737,test
474857,train
498677,train
531488,train
496114,train
498062,train
548733,val
636132,test
484214,train
576071,test
554851,val
651654,test
579111,train
562193,train
620711,train
417690,train
624620,val
447731,train
554842,train
564564,train
602958,train
551443,train
531185,train
441521,train
531011,train
505555,train
592532,train
505561,train
631661,val
634591,test
534146,train
561242,train
530863,val
561361,train
599021,test
566104,train
439311,test
568787,train
466277,train
504628,train
555298,val
456647,val
577868,train
506056,train
531615,train
448142,test
498605,val
465570,train
501066,train
584613,test
500575,val
538563,train
491946,val
620683,train
591811,test
480278,test
635302,test
520135,test
443587,val
631663,train
551768,train
529898,test
490159,train
460877,train
500605,train
463682,train
544366,train
493977,test
443035,train
497722,val
497470,train
642943,train
551814,train
551905,train
634709,train
551362,val
503127,val
523370,train
465174,test
573431,train
497656,train
554838,train
498505,val
497244,val
555121,train
530218,train
634587,val
458454,val
552496,val
579100,train
417982,test
483103,train
493682,train
531474,train
498069,train
533422,train
500616,train
480586,train
463803,train
441215,train
466359,train
490780,test
625770,test
592239,train
634888,train
458427,test
504435,train
553648,train
570291,test
497286,val
503842,train
493612,train
464603,train
449130,train
562235,train
624609,train
468611,train
620797,val
512025,train
625391,train
422491,test
551399,train
620163,train
499392,train
551391,train
649808,test
503161,train
531486,train
578996,train
479964,val
503098,train
574009,val
530748,train
497958,train
490418,train
544123,train
584587,val
448992,val
443162,train
558465,train
531413,test
554649,test
632268,train
568740,val
422535,test
439176,test
439330,train
576151,test
512058,train
492675,train
603440,train
578685,train
439080,test
476987,test
430816,train
546300,train
555041,train
479953,train
566089,train
626719,train
558440,train
599382,val
456512,train
634999,val
498555,test
536824,train
445939,val
449225,train
497708,train
471098,train
536837,train
483253,train
561663,train
539720,test
618604,train
500437,test
498027,train
579053,train
497861,train
497281,train
497857,train
544308,val
627133,test
474442,train
465534,test
497233,train
559001,train
418514,train
580188,train
530369,val
530976,val
551397,train
511901,train
440104,train
534504,train
591986,train
498314,train
532944,train
426503,test
528685,train
570469,val
505955,train
479473,train
466499,train
475926,val
446081,train
512095,train
536879,train
449537,train
531190,val
465586,test
545532,train
546773,train
604450,train
491568,train
548750,train
529436,val
618576,train
471942,val
552243,test
497937,train
443989,test
500601,test
426729,train
500403,train
564394,train
495996,test
544230,train
492485,train
576304,train
497577,train
618150,train
466028,val
464856,train
512360,val
531369,train
546313,test
498808,train
570013,train
531414,train
530827,train
545895,train
542491,test
531345,val
631579,val
443836,val
496156,train
544311,train
614942,train
439602,val
614934,train
465617,train
446473,train
544764,train
491943,val
498654,train
498774,train
531471,train
543887,train
530268,train
530380,train
497038,test
465056,train
650866,train
487811,val
464973,train
576288,test
552770,train
437332,val
521069,train
544456,train
491967,train
465496,train
527309,train
551468,val
554737,train
621218,val
490149,val
446014,train
564390,train
530162,test
615446,train
452740,train
475737,train
439239,train
490515,train
529143,train
542242,val
619103,test
445074,train
469254,train
475705,train
602926,train
491964,val
634050,val
602018,test
602839,train
487259,train
500588,test
624366,train
618476,train
497866,train
624617,train
566470,train
430787,train
479465,val
440294,train
428952,train
531481,train
459866,train
561307,train
552358,train
465653,test
497880,test
456129,train
491546,val
536383,train
530166,val
530603,train
562240,val
583757,train
472282,train
495919,test
491905,train
434458,train
435557,train
466176,test
523675,test
465651,train
614858,val
568237,train
491903,val
435036,val
570055,train
602863,train
428904,train
640856,train
497232,test
540016,val
495328,test
541750,val
534691,train
427171,train
459924,val
461148,test
545261,train
563969,train
423849,train
563936,train
505898,test
640638,val
449035,train
510461,train
428984,val
448844,val
499452,train
585150,train
517031,val
476056,train
619411,train
419519,train
430652,train
636557,train
578033,val
494158,val
581591,train
450593,train
510160,train
430123,test
462992,train
585007,train
499713,val
461537,train
620985,train
457949,train
571454,train
642357,test
576772,test
565835,train
560735,test
538450,test
642736,train
518605,test
578766,train
499494,train
534458,train
470855,train
560684,train
519246,train
459406,train
426347,test
542997,val
523426,train
578005,val
603089,train
566082,val
478752,train
463627,train
462637,train
536982,train
519455,train
497138,train
542415,test
463126,train
601794,val
584949,val
462857,train
470872,train
535192,train
534454,train
461527,train
603467,train
540035,train
603477,train
468759,train
572059,train
505868,train
539107,train
523464,train
472511,train
578832,train
458321,val
473048,train
635911,train
566992,train
641925,train
590559,val
571531,train
571047,val
541814,train
454318,test
619711,train
578407,test
553063,train
455272,train
603023,val
464385,train
546190,train
443030,val
519238,train
618560,val
461325,val
418951,train
578644,train
418749,train
603077,train
495600,test
459801,train
516299,train
507303,train
578241,train
540054,train
462803,train
604173,train
637460,train
428966,train
462984,train
581440,train
473892,test
573658,train
461337,train
470272,train
460658,train
604953,train
535089,train
460779,train
461579,train
631928,test
459455,train
472717,train
459285,train
424230,train
590555,train
464773,train
510061,train
642831,train
441142,train
459909,val
578725,train
497125,val
473370,train
571396,train
604048,train
545198,train
495411,train
641272,val
534400,train
460842,train
477976,val
560592,train
534622,train
552860,train
474233,train
427131,val
605454,train
430578,train
478987,train
510408,train
578415,val
537851,train
615432,train
548754,val
631719,train
602666,train
494420,train
632233,train
602642,val
590542,train
534527,val
553358,train
566755,train
578883,train
523306,train
542721,train
542169,test
603053,train
540471,train
603485,train
546144,train
518906,train
502987,train
637330,train
577998,train
621237,train
452361,train
547256,test
525978,val
517035,val
536829,train
508523,val
549226,test
460298,val
638980,train
548648,train
501963,train
563963,test
430487,train
577090,train
493124,train
591424,train
574558,train
572043,test
484359,train
540643,train
422455,train
649269,train
503078,train
506347,train
534487,test
570209,test
510385,train
528000,val
491829,test
463366,train
639038,test
592256,train
458025,test
452388,train
485445,train
424860,val
629694,val
579018,train
611985,train
569994,train
454934,train
476922,train
544543,train
590118,test
543964,train
528008,train
592409,train
455361,val
569923,train
516224,train
515181,test
540771,train
583005,train
595227,val
495924,train
504428,test
552503,train
582295,train
458125,val
475148,val
594909,test
541447,train
468919,val
429225,val
642052,train
509077,train
495810,train
506935,train
574560,train
604594,train
480818,train
449188,train
437938,test
557125,train
559341,val
429220,train
449612,val
486035,train
553099,val
578617,val
591753,train
535407,train
423309,test
498063,train
590195,train
433624,test
540497,train
525646,train
427671,train
570328,val
469272,train
419371,train
495914,val
568806,train
561199,train
556616,train
491869,val
540535,train
422463,train
462035,train
491855,train
423932,train
568695,train
475485,train
437579,test
456588,train
605051,val
652842,train
577240,train
614672,train
494083,test
424888,train
584932,train
443090,test
651000,val
591764,train
456595,train
462884,train
420967,train
590141,train
582251,train
550784,test
534385,val
535697,train
420968,train
570157,train
509808,test
515439,train
439844,test
544796,val
501470,train
556617,train
434788,val
480311,train
604721,test
472222,train
567191,test
514923,train
531953,test
491450,train
422605,train
434832,train
482423,test
540484,val
526491,train
476846,val
436531,train
537364,test
429059,val
548352,val
492383,train
588579,train
545299,val
487403,train
595587,train
630427,val
466790,train
467749,train
522025,test
513193,test
443779,val
428628,val
519027,train
569406,train
518468,train
418893,test
506101,val
549135,train
456390,test
539762,test
518397,train
431773,train
462546,val
436785,val
557448,val
526693,train
593982,train
562322,train
617856,val
577195,test
533114,val
446324,train
640743,train
495068,val
426804,train
480504,train
629900,train
588418,train
573831,train
466000,test
621074,train
588858,train
571701,train
505118,train
531956,val
594185,train
495028,train
418090,train
417444,train
438297,train
565997,train
625891,train
528120,train
544738,train
561741,train
443929,train
542930,test
420730,test
499264,train
624292,train
621620,test
492307,train
505385,train
522731,train
490546,train
574800,train
490317,val
466427,train
573840,train
621730,train
451320,val
459764,train
493323,train
580284,train
621706,train
520997,train
489732,train
627017,test
567819,test
556122,test
443939,train
537981,val
572741,train
621936,train
444900,train
574123,train
550592,train
505120,train
451052,train
634942,train
462046,train
621111,train
456199,test
439446,train
506633,val
536768,train
601776,test
573174,train
560230,val
489150,train
426504,train
573262,train
469825,train
420857,train
637457,train
601731,train
467397,val
522760,test
453381,train
647303,train
499569,train
591350,train
457078,train
439421,train
420512,train
508064,test
627165,train
629432,test
481080,test
491267,train
536833,train
574140,test
452694,train
456922,val
462288,val
467052,train
576769,train
469970,test
576267,train
442589,val
534585,train
438689,test
504799,train
602483,train
522873,train
453861,train
469777,train
617786,test
614155,train
519745,train
499215,train
545240,val
630816,train
620816,train
650394,val
621135,test
618122,train
629137,val
515886,val
459717,train
510169,val
631615,val
537693,train
424416,train
495284,train
476171,test
543940,test
445884,val
440057,train
442546,val
509375,val
527954,train
569820,train
541023,val
492290,train
437538,train
528583,val
612779,train
642035,train
440055,train
421085,train
482094,train
536457,train
484450,train
519548,train
452837,train
544899,val
601563,train
500059,test
630274,train
538404,train
462633,train
512142,train
546866,train
492686,val
620169,train
601996,train
619396,train
574002,train
443820,train
590529,test
602151,train
506560,train
522750,test
602075,train
632756,train
495559,train
546904,train
452252,train
611770,train
518953,train
569506,train
469634,train
491098,train
446508,train
569952,test
526126,train
447910,train
539167,train
625330,train
601693,val
604358,train
443800,train
526862,train
625328,train
430593,train
643371,train
569409,train
577524,train
538589,val
478935,train
481402,train
495369,train
450305,train
577522,train
591820,train
626602,train
646237,train
602623,train
542026,test
496851,train
573159,train
467450,train
601858,val
499342,train
501731,train
560219,train
463910,train
456702,train
439485,train
517999,val
459826,test
515801,train
482752,train
442119,train
525281,train
614955,train
418148,train
461499,train
507138,test
492885,train
461289,test
637102,train
513225,test
429351,train
608549,train
569751,train
464062,val
629012,train
456326,train
554340,train
495575,val
584583,train
640058,train
653979,train
507841,train
486706,train
602852,train
495258,train
508092,val
484023,val
492406,train
440208,train
565990,train
509854,test
441016,train
598575,train
452318,train
478014,train
501189,train
417930,train
452345,test
599969,train
592889,train
461016,train
630633,train
494223,train
472728,train
607033,train
447882,val
467512,val
494339,train
474728,test
592945,train
630681,val
474756,train
544816,train
603960,val
457460,train
535194,val
535843,train
444609,train
494281,val
461538,test
446836,train
454378,train
468662,test
429775,train
576872,train
591359,test
456358,train
467329,train
509862,train
494106,train
649572,train
418058,test
463589,test
445656,train
591498,train
608417,train
503968,val
592905,test
582991,val
429779,val
456777,train
483772,train
430510,train
429354,train
500238,train
626695,train
649355,train
583151,train
528713,train
634251,val
629613,train
484352,val
457668,train
502365,train
457164,train
423611,test
548076,train
575206,val
521734,train
560918,train
539176,train
517495,train
562535,test
482821,train
648459,train
486860,test
499356,train
609895,train
476691,train
556197,train
587193,train
580683,train
429605,train
568953,train
627568,train
527088,train
565893,train
561937,val
468417,train
578952,train
642077,train
434771,train
535026,train
622589,train
596075,train
420521,test
499737,train
528375,train
559011,train
495577,train
511060,train
506685,train
545307,train
574402,train
527683,train
459890,train
625937,val
570558,train
530824,train
489400,train
422474,test
423426,train
491372,train
649806,val
461728,val
498761,test
420915,test
445598,train
626327,train
420500,test
466754,val
480309,train
423037,train
524983,train
556779,train
583673,test
445212,val
610061,train
491159,val
546193,train
475817,train
621162,test
524336,train
522604,test
504251,train
642404,train
455557,train
524547,train
559662,test
446062,train
454407,train
474648,val
431693,test
419644,train
452852,train
426103,train
442950,train
464763,train
431978,val
421402,train
424797,val
521307,val
479737,train
499191,train
571433,train
503215,val
474390,train
638680,test
463412,train
550282,test
658665,test
587215,val
468712,train
501366,train
537890,train
573149,train
531752,train
567382,train
626138,test
623488,test
640523,test
599583,val
472867,train
521639,val
490938,train
581784,train
448016,train
432079,val
635364,train
486645,train
570575,train
433200,train
561415,train
570573,train
614703,train
427381,val
481991,train
553376,train
651039,test
590960,test
589250,val
560860,train
556291,train
638755,train
624190,train
606183,val
626376,train
596154,val
570156,val
623324,test
584083,test
645412,train
461079,val
571491,train
419737,train
596304,test
583985,val
645029,train
453079,train
458982,train
449740,test
599142,train
508428,train
599188,test
549485,train
627323,train
533890,test
463598,train
613764,test
477798,train
533652,test
645106,train
616353,val
566567,test
646229,train
566533,train
600110,train
427450,train
613340,val
506480,train
641064,train
421802,train
417893,train
429612,train
444669,train
554053,train
648649,train
571974,train
476178,val
616272,train
554169,val
600127,train
437080,val
617373,train
616215,val
437004,train
525103,train
576558,train
648720,train
470330,val
616789,train
644787,train
476925,train
627994,train
633611,test
596313,test
517354,test
428854,train
449044,test
613879,train
445342,train
478386,test
622345,train
554245,test
600336,train
452436,train
449655,train
571285,train
514501,train
514666,train
608158,val
478546,train
444759,train
627540,test
538973,train
650301,val
533178,train
652081,train
486109,train
518460,val
421109,test
517284,test
477581,val
479797,train
422133,train
508192,val
431095,train
615416,train
445368,train
596360,train
475810,train
596396,train
445313,train
484271,train
421154,test
647871,train
611373,train
605377,train
545051,train
522947,train
429201,train
611289,train
537441,train
469794,train
629487,train
471296,train
603147,train
646470,train
431631,train
450303,train
637866,test
427348,val
495027,test
648254,train
435930,train
530847,train
563142,train
423123,train
629116,train
582122,train
646197,train
565690,test
559669,train
582242,train
574165,test
423105,train
592625,train
577176,train
469795,train
488538,train
648934,train
481268,train
578761,train
559714,test
458353,train
489456,train
587848,train
432098,train
427302,train
508804,val
462810,val
455728,val
474956,test
508120,train
570316,train
585312,train
419115,test
453593,val
496940,test
444335,test
632016,train
585412,train
572895,train
585526,val
530470,test
493680,train
435360,val
564447,test
584916,test
589175,train
634994,train
424357,train
488481,train
421861,train
589972,train
579334,test
458065,train
450358,train
588974,train
618989,train
542863,train
584597,train
591524,test
575446,val
529691,train
444889,train
636467,train
497985,train
556774,val
441249,train
443505,train
484204,train
560508,train
431730,train
437972,train
648751,train
472230,train
598063,train
541844,train
593594,test
645989,train
492938,train
595773,train
523505,train
568732,val
522430,train
561610,train
593108,train
595044,train
491965,train
568614,val
524587,train
478280,train
596047,train
600013,train
599951,train
500165,train
453132,test
420225,train
424615,train
431203,train
594953,train
522868,val
645594,train
519851,test
619118,train
467169,test
523126,val
557619,train
448928,train
419259,train
606876,val
595385,test
472359,train
480632,train
519714,test
419211,train
476253,train
542172,train
516604,val
497279,train
544575,test
439835,train
610926,test
516383,train
